3620145.70388622,243281.697888453,26160118.8814715,482436.461124644,24057505.7979429,8665838.22936708,770700.824183424,29436.8905000969
5330050.03521907,1017765.14544284,29905840.0802874,0,27964780.4151733,11167567.6478355,976456.342005144,41383.9161170771
6398539.28179265,427505.795143561,30253201.7288467,752425.225604853,28268381.0753642,14878142.5111292,1389240.47052985,32140.8570400833
5366608.89201451,312921.431766922,28622487.6796025,762762.325104004,26585324.4304569,12518999.9923225,1087352.07402102,29786.4796730981
6044486.62648755,337347.244864874,28071585.4075843,935528.600718715,39016429.4533032,17024541.1494525,1563287.50241136,34633.1975148598
6038350.353366,270880.066682597,32940839.2059701,754707.4843741,36114510.8564547,12901210.7695567,1392959.93571576,13088.6691420064
6060554.25208746,322715.932653239,31107297.7214267,628155.16218727,35863222.1789176,11739013.0590939,1091584.1208204,50771.8715286161
6124834.03172563,331495.913336696,30261507.2062324,634956.309987303,35749627.0879877,11762939.3315673,1042860.57427045,48436.600209267
5612706.64178139,268206.632899511,31900859.4889428,670135.461257259,36997022.0221896,13418469.1928165,1089839.93061975,50819.9792962328
6168972.34747195,369425.160399455,34354548.627299,686992.642285922,35668392.4382488,11451462.9553459,1326056.35482403,46877.5901193939
6496833.7472334,330922.586990018,35905312.4832757,878955.034212099,39877767.2825601,13525862.0246017,1398926.321025,54774.9262926083
4681706.48038506,1076101.50786418,27766432.2491799,749763.867778492,22348318.8848126,6172962.30789989,822037.574132954,59250.5481152552
5409703.43193667,1098131.13786747,24171700.4673256,798368.005809133,21655162.9958311,7472991.78523773,965857.126732108,48584.8104786317
201481.310484574,64918.9944381133,310501.640023435,51506.2284694634,160451.089183754,295932.108785033,891827.270048892,28889.8080309483
6416247.91146671,1341305.61479832,29040482.1765371,1194014.6048268,27521317.2669004,13046872.8071952,1307655.88040024,40606.1264384602
5863291.1519141,1148401.96431065,29166470.3281149,796914.333090306,20237758.0696533,10966320.9232297,894631.514517361,50367.6474653127
4074377.4654289,354617.547737524,30022923.4098851,667510.590455492,21049554.8297131,9558763.20828247,770083.708419631,47460.291439549
4361790.9023345,197502.306246938,26201792.9665976,769613.615195208,24292303.7905723,10296496.962336,874459.693183952,37283.4760501457
205677.377822768,69757.6138901972,296691.540025812,49114.6928242715,174726.564097254,332623.381181391,938936.481570782,25890.2009548595
4043967.56799265,463462.447909397,25367370.633194,658959.201145075,17447588.180953,10606776.8702842,984970.852651119,30128.9741935262
5783210.95830845,338283.073509708,32505476.0552794,812155.724828308,24786672.6041257,11832762.7784163,986430.255469651,37142.3983708628
3622742.82141078,236704.542026666,29733135.9800934,602714.08705242,24843876.1980665,6558244.17722781,863738.20672848,46478.5518343791
4687050.99446452,213185.379753566,29723136.9316938,579801.118849785,26882865.9793945,10145134.2338283,967483.028957183,33934.502976694
192595.231020119,66469.3696314208,287836.154576487,43622.7912241972,176354.409684951,327196.962051685,1009366.20422409,32484.1078316772
5834998.46400456,253708.359140247,27711446.0331906,677671.489755635,26526003.133097,12174537.3632673,919334.64960788,30963.8911255303
4421846.00731478,297616.607566466,29573421.1492748,726586.047533663,21326347.7587522,10714670.588849,993745.633011149,29329.3232878148
3592588.79018687,991748.47730371,23654732.2883058,723706.17061445,19263421.9085732,10131053.7764644,784698.652538985,46312.5082774381
4482392.19821562,1165142.39154891,22370696.9471756,916007.517175119,22586592.6748108,7615125.88070624,1012491.22147543,35325.5166689727
3765388.12995552,2052620.31897265,21711585.3880855,733659.642127184,19592645.0801121,9784626.48915072,1127462.76796131,42696.2441430258
5297607.58865588,1402242.84208821,24760710.1502107,805779.0798267,21213964.7979976,7257363.298366,978416.300846037,45962.5227553361
4156965.34697586,1586916.74454205,23851323.4700458,810046.095198429,19469331.9035252,5880623.19267526,794433.126995142,40363.4603004686
5197358.53537596,1191080.7209704,22411436.5780408,775879.094706526,18843922.720734,6960268.06048456,836274.785490731,11861.5754045092
5136271.90041263,1419414.48413351,25894005.3695955,869708.869892751,17677895.9921999,8898532.55095139,964672.554805254,38581.2926176237
5754749.99392757,1815441.0112997,25602051.7920995,930531.834691686,21543928.6093116,11567185.0712635,994639.472938358,52980.0690859663
