3620145.70389,243281.69789,26160118.88147,482436.46112,824275.73275,24057505.79794,8665838.22937,16347039.13869,426834.87988,497884.69248,656153.71668,7006984.03019,24078.63978,63504.88526,51038.59559,187253.75742,18868.61901,770700.82418,1652284.14705,262003.75543,1883127.97315,446322.05004,139928.42386,183926.50185,737215.16870,618867.81265,1181682.14478,1764433.79861,29436.89050,1251603.26746,3155402.40473,954360.28801,119408.70477,4067224.57254,657960.16852,1204539.89086,1594501.71874,269215.61713,567604.96392,460494.48523,172139.22960,99152.72129,15539.12832,49639.43403,10419.02701,709652.47807,217598.33838,5635.10119,0.00000,93935.12485,130648.58132,65413.79764,137413.17354,237004.42729,19054.93748,9656.52864,4189.41482,0.00000,37019.69394,37019.69394,449812.03389,622363.03449,71769810.44377,47017.51824,190015.84302,9490.09374,218010.55782,143208.41380,8041.37994,7621887.78958,22552878.45295,14637058.16862,93395376.44736,3855173.57111
5330050.03522,1017765.14544,29905840.08029,0.00000,774326.22796,27964780.41517,11167567.64784,28819936.81293,364540.50897,433296.77732,332843.61683,10631509.11968,30797.38073,78059.84576,54519.74135,391554.01116,5544.65157,976456.34201,2420883.13935,277520.88245,0.00000,448640.07329,159394.89840,256677.96442,1102929.18507,709383.15570,1485935.55321,2042677.33667,41383.91612,1549014.41819,3771817.07436,1251280.43838,149343.86885,5191264.31370,1468118.41323,830742.07132,1211494.34976,384599.78099,653616.52203,478077.73259,186336.50731,92266.68653,19469.12975,36211.41225,13333.39563,612394.78434,14636.03758,13138.08707,0.00000,111484.43474,105457.52603,24224.54540,128307.61941,10530.68643,25593.18899,5377.95610,2955.78332,0.00000,51542.80553,6013.78135,317786.34533,463754.49190,62257850.97438,124411.93810,259352.82340,12526.58954,556913.21042,236036.46114,4560.40294,13158562.18894,13451646.96644,9988465.94946,77098117.60991,2904990.52275
6398539.28179,427505.79514,30253201.72885,752425.22560,652886.20033,28268381.07536,14878142.51113,20965897.68862,689788.68331,450260.74807,778588.38261,8141736.97438,38457.38874,91857.85272,58501.82622,237868.45731,15051.80697,1389240.47053,2039528.24747,319059.43855,2063332.04376,552456.64268,204353.01364,282937.91789,1060704.05595,613968.20686,1379894.19936,879491.75987,32140.85704,1642282.96596,5390881.15703,1361202.93875,176556.71799,4882431.66895,2464753.33182,930230.60736,932507.88752,549851.87626,756946.64501,433153.84062,175933.11210,158824.49252,32772.80306,39087.35020,10037.57596,598420.69194,95697.86917,12616.40281,0.00000,63223.55542,136121.99105,52013.32888,188125.83592,17482.71038,25713.30536,9850.44092,585.79783,0.00000,229934.79339,46661.51841,396704.28116,617112.47976,65479669.24707,78962.10879,475333.59842,16344.19713,542626.53577,712356.85427,5528.40094,12994092.19477,14395149.31400,12862602.16065,70173186.18053,3860714.06436
5366608.89201,312921.43177,28622487.67960,762762.32510,913768.97950,26585324.43046,12518999.99232,19977725.20338,418550.69229,686659.96358,783363.08025,8503775.84160,40549.42174,92150.33147,48888.52895,229050.37028,6942.98516,1087352.07402,2019234.51773,276835.36026,1895385.47347,437528.32558,170295.72211,271341.66102,906040.74015,624981.12271,1087128.62831,2346716.76345,29786.47967,1573628.23492,4136503.78649,1095663.03945,110459.42837,4421109.04212,1879916.04547,887274.88564,1303936.62577,233461.42202,477952.56676,558489.57029,186850.76241,97885.92705,17098.03357,38488.35689,9080.36630,745551.12606,125420.94802,45597.34193,0.00000,58713.85094,342355.08722,273659.14769,153073.64207,561896.84704,29459.39798,14210.18574,4522.18106,0.00000,41936.76558,28617.95290,551292.27891,825408.76458,71067545.27714,34465.05550,154377.59319,10207.54950,197990.49362,226869.99649,13885.65248,13404863.79466,13816115.81306,14626431.89781,91977960.99286,4523675.28954
6044486.62649,337347.24486,28071585.40758,935528.60072,935636.38193,39016429.45330,17024541.14945,32715344.87386,537527.42659,641219.32340,1072657.45737,6743826.48242,71098.29344,178737.52495,55315.08959,350641.44614,8124.76122,1563287.50241,3122543.78678,402706.54547,2675027.67353,1004717.51870,169083.29948,709798.29098,998393.73466,1089675.46751,1230507.64344,2961691.74944,34633.19751,1684963.60935,3891499.84482,1872630.49834,191301.03071,4949582.32274,3011739.73998,1280980.18821,1210660.37710,613732.05623,874896.66423,545800.85943,297283.65079,135731.91009,21779.62632,42677.30881,9952.13122,619929.55507,73666.06776,64682.40656,0.00000,45734.55880,274433.61460,368553.26708,296538.72114,1179876.95739,33714.79440,4647.76130,42112.47941,66937.54678,222417.57365,41907.38976,376347.65253,577112.75464,73467806.34889,20017.23432,65767.11447,16004.02824,134041.86095,82298.22740,11395.58370,14040182.61237,16075835.64906,13883442.90875,77589793.74447,4035958.68371
6038350.35337,270880.06668,32940839.20597,754707.48437,895027.59835,36114510.85645,12901210.76956,28739990.12925,768421.98985,650883.52501,906273.55412,9383886.84239,59841.22332,137438.25244,57330.85341,247595.46762,7678.53218,1392959.93572,2012341.66430,412062.73777,1846721.11624,532464.40093,190653.35282,366051.55790,1115101.16741,868313.97408,205228.32795,742211.08507,13088.66914,1785235.35693,4865619.87782,1814079.38979,277024.09018,4912478.12460,2264577.48789,1272318.10249,1643901.83849,816616.32694,838485.44247,654151.84613,372861.17723,229010.07187,27511.84968,91012.37857,22598.62782,712230.44732,26534.43929,0.00000,0.00000,66086.88684,109645.95886,15663.34492,23700.58539,78556.73561,38102.00570,0.00000,167.24559,0.00000,73480.01647,22292.95780,829733.80175,1098781.73345,95795875.27744,27681.05313,66875.86768,1443.04746,1406258.39511,637559.37803,49612.40306,16629458.66540,32979952.90224,20000695.46056,96583325.24760,6450955.77625
6060554.25209,322715.93265,31107297.72143,628155.16219,811227.37099,35863222.17892,11739013.05909,30176646.47082,509461.63139,822749.52025,962048.99661,8933575.46149,32579.46038,108399.95184,46362.66252,186559.85543,6210.65506,1091584.12082,1355132.21578,219507.21139,2370748.51657,463947.23605,164019.94023,371840.66151,949688.24240,783950.36864,803269.90439,1276307.21404,50771.87153,1530521.24986,4222204.86892,1399480.22821,144076.14102,5998953.59431,1216730.23897,1235021.11186,2377155.46275,704193.11265,571607.76151,506112.25778,513354.63619,191531.28762,21607.25285,67521.52309,14504.81789,776424.93096,104504.79032,10011.52560,0.00000,85931.66238,59730.33232,57029.58457,33123.49166,264906.85083,7544.25843,812.31411,2601.29617,33826.47498,395830.95912,38049.63377,595177.86033,1327919.91975,107915345.16843,41070.50782,204836.46269,8551.96520,523821.00987,320899.98751,326529.36967,8924952.99981,28398435.51994,22684600.81311,110644092.18100,5380241.06151
6124834.03173,331495.91334,30261507.20623,634956.30999,794983.46702,35749627.08799,11762939.33157,31124585.96955,501478.22265,800859.39951,999158.64649,9023200.29085,43154.76476,102938.00897,46824.03669,184228.23267,3971.53777,1042860.57427,1346145.99655,223879.21673,2321672.08083,460998.51091,190441.57675,372705.61692,947387.75641,751961.59339,815528.26156,1281185.94740,48436.60021,1471900.76497,4191975.79935,1407271.87962,145844.44419,5772551.92228,1178751.61683,1242165.49950,2429003.21018,714276.21597,584691.33294,510508.49505,519075.44965,190457.32273,18378.60352,67463.01440,14293.21559,741965.74402,105238.74590,10738.75410,0.00000,86524.51639,59277.15621,53094.29980,31276.53649,266347.47572,7159.68594,555.20195,2283.80156,32527.21249,400712.86073,31294.22233,582220.52417,1352559.20317,109992910.18152,40421.41245,197207.49596,6913.48360,527423.72667,328988.59888,14044.85750,9883208.51440,29339752.84924,22764840.76974,109292540.58930,5541776.61791
5612706.64178,268206.63290,31900859.48894,670135.46126,1064579.57942,36997022.02219,13418469.19282,30494086.73646,586177.39169,754317.64521,1131332.99631,7371882.41581,51207.47231,124229.63494,60156.96686,157378.62673,13775.31616,1089839.93062,1355874.94127,307588.80328,1898755.55585,603827.80816,189579.17661,369724.73125,945985.38622,829787.28589,110620.26357,1422459.86455,50819.97930,1616227.68735,4182800.50673,1777565.14359,211776.43028,6001714.69056,1567647.17223,1213531.14435,1650753.15962,451087.82963,580349.53966,505626.26044,563725.12363,199773.36122,32475.61082,76342.60923,14548.13352,728409.42346,32672.07745,64104.36264,0.00000,79326.23681,590359.35799,551708.03127,223913.39921,2465849.87794,31012.36646,542.79412,6267.45831,27531.81803,133844.12812,22041.96693,507420.66148,1200210.90000,95874173.62933,84221.72182,384470.29459,14420.35549,873450.99087,395840.56004,6693.03109,8707873.05723,31205019.91758,23525399.16830,101561799.57219,5380388.64280
6168972.34747,369425.16040,34354548.62730,686992.64229,897672.46231,35668392.43825,11451462.95535,28448804.47537,417647.58716,739107.59814,800054.38744,7284796.16025,46705.87649,106377.03059,49033.79332,196937.46028,14819.73831,1326056.35482,1643476.54518,349042.93710,2049026.00425,472163.44070,180555.40715,342986.77063,1005809.63321,726509.56012,4640.26759,1440801.60041,46877.59012,1633537.54382,4380482.09609,1694948.86017,192677.96476,5564091.92703,1299058.99153,1318207.42587,1618436.38723,779012.32217,726579.85130,563440.16058,274343.46258,243161.27591,24063.83108,83754.39103,17322.90383,680920.42471,82828.26207,12093.68081,0.00000,50031.23922,76878.60198,84168.66414,84168.66414,11783.31170,25603.25991,4261.09865,787.72871,0.00000,40757.25267,40757.25267,235436.52599,386480.22860,80223348.47019,104381.72209,571818.26394,13814.78914,913404.91514,1007891.29494,2747.07819,15296066.35447,18173286.68426,12675939.94546,95304089.70034,3881859.07348
